Id,MS Zoning,Street,Lot Shape,Land Contour,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin Type 2,Heating,Heating QC,Central Air,Electrical,Kitchen Qual,Functional,Fireplace Qu,Garage Type,Garage Finish,Garage Qual,Garage Cond,Paved Drive,Sale Type,Lot Frontage,Lot Area,Overall Qual,Year Built,Year Remod/Add,Mas Vnr Area,Total Bsmt SF,Gr Liv Area,Bsmt Full Bath,Full Bath,Half Bath,TotRms AbvGrd,Fireplaces,Garage Yr Blt,Garage Cars,Garage Area,Wood Deck SF,Open Porch SF,SalePrice
786,RL,Pave,IR1,Lvl,ClearCr,Norm,Norm,1Fam,1Story,Hip,CompShg,Wd Sdng,Wd Sdng,None,Gd,TA,CBlock,TA,TA,No,LwQ,BLQ,GasA,Ex,Y,FuseA,TA,Typ,Gd,Attchd,Fin,TA,TA,Y,COD,75.5,10708,5,1955,1993,0.0,1617.0,1867,1.0,1,0,7,3,1955.0,1.0,303.0,476,0,190000
740,RM,Pave,Reg,Lvl,BrkSide,Feedr,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,PConc,TA,TA,Mn,LwQ,Unf,GasA,TA,Y,SBrkr,Fa,Min1,None,Detchd,Unf,TA,TA,Y,WD ,60.0,6911,5,1924,1950,0.0,1145.0,1301,0.0,1,0,5,0,1965.0,2.0,440.0,0,0,100000
2546,RL,Pave,Reg,Lvl,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,No,BLQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,Gd,Attchd,RFn,TA,TA,Y,WD ,80.0,8800,6,1964,1964,425.0,1251.0,1251,1.0,1,0,6,2,1964.0,1.0,461.0,0,116,160000
851,RL,Pave,IR1,Lvl,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,None,Attchd,RFn,TA,TA,Y,WD ,65.0,10739,7,2002,2001,68.0,1431.0,1444,1.0,2,0,6,0,2002.0,2.0,577.0,144,40,203000
1833,RL,Pave,IR1,Lvl,NoRidge,Norm,Norm,1Fam,2Story,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,Gd,TA,PConc,Ex,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Ex,Attchd,RFn,Gd,Gd,Y,WD ,72.0,9572,8,1990,1990,336.0,1453.0,2810,0.0,2,1,9,1,1990.0,2.0,750.0,500,0,302000
76,RL,Pave,Reg,Lvl,SawyerW,Norm,Norm,TwnhsE,1Story,Gable,CompShg,Plywood,Plywood,None,TA,TA,CBlock,Gd,TA,No,BLQ,BLQ,GasA,TA,Y,SBrkr,TA,Typ,TA,Attchd,RFn,TA,TA,Y,WD ,50.0,8012,6,1980,1980,0.0,923.0,923,0.0,2,0,5,1,1980.0,1.0,264.0,80,0,143000
2151,RL,Pave,IR3,Lvl,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,TA,BuiltIn,Fin,TA,TA,Y,WD ,66.0,16226,8,1998,1999,0.0,1028.0,2452,0.0,2,1,9,1,1998.0,2.0,683.0,208,50,267000
1880,RL,Pave,IR1,Lvl,NAmes,Norm,Norm,Duplex,1Story,Gable,CompShg,HdBoard,HdBoard,None,TA,TA,Slab,None,None,None,None,None,GasA,TA,N,SBrkr,TA,Typ,None,CarPort,Unf,TA,TA,Y,WD ,76.0,10899,4,1964,1964,0.0,0.0,1224,0.0,2,0,8,0,1964.0,3.0,530.0,0,0,103000
2907,RM,Pave,Reg,Lvl,Mitchel,Norm,Norm,TwnhsE,1Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,TA,Gd,PConc,Ex,Gd,No,GLQ,Unf,GasA,Ex,Y,SBrkr,TA,Typ,None,Attchd,Fin,TA,TA,Y,WD ,32.0,4500,6,1998,1998,443.0,1237.0,1337,1.0,2,0,5,0,1998.0,2.0,405.0,0,199,153500
1831,RL,Pave,IR1,Lvl,Sawyer,RRAe,Norm,1Fam,SFoyer,Gable,CompShg,HdBoard,HdBoard,None,TA,TA,CBlock,Gd,TA,Gd,ALQ,Unf,GasA,TA,Y,SBrkr,TA,Min2,TA,Basment,Fin,TA,TA,Y,WD ,93.3,16647,5,1975,1981,0.0,1390.0,1701,1.0,2,0,6,2,1975.0,2.0,611.0,0,0,171000
2836,RL,Pave,Reg,Lvl,Edwards,Feedr,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,BrkTil,TA,TA,No,Unf,Unf,GasA,TA,N,FuseF,TA,Min2,None,Attchd,Unf,Fa,TA,Y,WD ,62.0,8707,4,1924,1950,0.0,1093.0,1669,0.0,1,1,9,0,1924.0,1.0,288.0,0,0,107000
1955,RL,Pave,IR1,Lvl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,TA,TA,CBlock,TA,TA,Mn,Rec,Unf,GasA,Gd,Y,SBrkr,TA,Typ,None,Attchd,Unf,TA,TA,Y,WD ,66.0,8300,6,1968,1968,86.0,952.0,952,1.0,1,0,5,0,1968.0,1.0,288.0,0,0,128500
1926,RL,Pave,Reg,Lvl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,CBlock,TA,TA,No,Rec,Unf,GasA,TA,Y,FuseA,TA,Typ,None,Attchd,Unf,TA,TA,Y,WD ,72.0,9770,5,1957,1957,0.0,922.0,922,1.0,1,0,5,0,1957.0,1.0,308.0,0,34,116000
2924,RL,Pave,Reg,Low,Mitchel,Norm,Norm,1Fam,1Story,Gable,CompShg,BrkFace,BrkFace,None,TA,TA,CBlock,TA,TA,No,ALQ,Unf,GasA,Fa,Y,SBrkr,TA,Typ,Gd,Attchd,RFn,TA,TA,P,WD ,80.0,17400,5,1977,1977,0.0,1126.0,1126,1.0,2,0,5,1,1977.0,2.0,484.0,295,41,160000
1003,RL,Pave,IR1,HLS,StoneBr,Norm,Norm,TwnhsE,1Story,Gable,CompShg,HdBoard,HdBoard,None,Gd,TA,PConc,Gd,TA,Mn,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,None,Attchd,RFn,TA,TA,Y,WD ,39.0,5070,8,1992,1992,0.0,1280.0,1280,0.0,2,0,5,0,1992.0,2.0,506.0,0,82,180000
1667,RL,Pave,Reg,Lvl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,No,ALQ,GLQ,GasA,Ex,Y,SBrkr,Ex,Typ,None,Attchd,RFn,TA,Gd,Y,WD ,66.0,7920,5,1970,2002,32.0,914.0,914,0.0,1,0,5,0,1970.0,1.0,368.0,120,0,133000
2905,RM,Pave,Reg,Lvl,Mitchel,Norm,Norm,Duplex,SFoyer,Gable,CompShg,MetalSd,MetalSd,BrkFace,TA,Gd,PConc,Gd,TA,Gd,GLQ,Unf,GasA,Gd,Y,SBrkr,TA,Typ,None,Attchd,Fin,TA,TA,Y,WD ,78.0,7020,7,1997,1997,200.0,1288.0,1368,2.0,2,0,8,0,1997.0,4.0,784.0,0,48,215000
921,RL,Pave,IR1,Bnk,Crawfor,Norm,Norm,1Fam,2Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,CBlock,TA,TA,No,BLQ,Unf,GasA,Fa,Y,SBrkr,Gd,Typ,Gd,Attchd,Unf,TA,TA,P,WD ,65.8,7500,6,1942,1950,0.0,771.0,1494,0.0,1,0,7,2,1942.0,1.0,213.0,0,0,177500
1780,RL,Pave,Reg,Lvl,Somerst,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Mn,GLQ,Unf,GasA,Gd,Y,SBrkr,Gd,Typ,Gd,Attchd,Fin,TA,TA,Y,WD ,76.0,10612,8,2006,2006,248.0,1524.0,1534,0.0,2,0,7,1,2006.0,2.0,484.0,168,46,215000
746,RM,Pave,Reg,Lvl,BrkSide,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,BrkTil,TA,Fa,No,LwQ,Unf,GasA,TA,Y,FuseA,TA,Typ,Gd,Detchd,Unf,Fa,TA,Y,WD ,51.0,6120,5,1938,1950,0.0,952.0,1582,0.0,2,0,6,1,1938.0,1.0,250.0,189,0,150000
254,RL,Pave,Reg,Lvl,SawyerW,Norm,Norm,1Fam,2Story,Hip,CompShg,Plywood,Plywood,None,TA,TA,PConc,Gd,TA,Mn,GLQ,Unf,GasA,Gd,Y,SBrkr,Gd,Typ,TA,Attchd,Unf,TA,TA,Y,WD ,90.0,12376,7,1990,1990,0.0,1673.0,3222,1.0,3,0,11,2,1990.0,3.0,594.0,367,0,320000
606,RL,Pave,Reg,Lvl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,Plywood,BrkFace,TA,TA,CBlock,TA,TA,No,Rec,BLQ,GasA,TA,Y,SBrkr,TA,Typ,None,Attchd,RFn,TA,TA,Y,WD ,100.0,10004,6,1964,1964,180.0,1516.0,1516,0.0,1,1,6,0,1964.0,2.0,472.0,0,0,167000
2703,RL,Pave,Reg,Lvl,Edwards,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,Slab,None,None,None,None,None,GasA,TA,N,SBrkr,TA,Typ,TA,Detchd,Unf,TA,TA,Y,WD ,55.0,8250,5,1935,1950,0.0,0.0,1032,0.0,1,0,6,1,1939.0,1.0,260.0,0,0,125000
1306,RM,Pave,Reg,Lvl,OldTown,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,BrkTil,Fa,Fa,No,Unf,Unf,GasA,Gd,Y,SBrkr,TA,Maj2,None,None,None,None,None,N,WD ,103.0,12205,3,1949,1992,0.0,448.0,1588,0.0,2,0,6,0,1949.0,0.0,0.0,0,0,65000
2102,RL,Pave,IR1,Lvl,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,Av,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,Fin,TA,TA,Y,New,103.0,11175,7,2007,2007,0.0,1316.0,1316,0.0,2,0,6,1,2007.0,2.0,440.0,0,20,200141
1784,RL,Pave,Reg,Lvl,Somerst,Feedr,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,TA,Attchd,Unf,TA,TA,Y,New,85.0,9965,7,2007,2007,0.0,1528.0,1528,0.0,3,2,6,1,2007.0,2.0,480.0,0,228,235876
941,RM,Pave,Reg,Bnk,IDOTRR,Norm,Norm,1Fam,2Story,Gambrel,CompShg,AsbShng,AsbShng,None,TA,TA,BrkTil,TA,TA,No,Unf,Unf,GasA,Ex,N,SBrkr,Gd,Typ,None,Detchd,Unf,TA,TA,Y,WD ,50.0,8660,5,1900,1993,0.0,760.0,2168,0.0,2,0,11,0,1998.0,2.0,576.0,467,160,123000
2699,RL,Pave,Reg,Lvl,Sawyer,Feedr,Norm,1Fam,1.5Fin,Gable,CompShg,HdBoard,HdBoard,Stone,TA,Fa,CBlock,TA,TA,No,BLQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,TA,Detchd,Unf,TA,TA,Y,WD ,82.0,12375,5,1951,1951,41.0,806.0,1422,1.0,1,0,7,1,1951.0,1.0,288.0,0,0,137500
2127,RL,Pave,Reg,Lvl,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,TA,Typ,None,None,None,None,None,Y,WD ,60.0,8070,4,1994,1995,0.0,990.0,990,1.0,1,0,5,0,1994.0,0.0,0.0,0,0,123600
2607,RL,Pave,Reg,Lvl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,TA,TA,CBlock,TA,TA,No,Rec,Unf,GasA,Ex,Y,SBrkr,TA,Typ,TA,Attchd,RFn,TA,TA,Y,WD ,84.0,8658,6,1965,1965,101.0,1088.0,1324,0.0,2,0,6,1,1965.0,2.0,440.0,0,138,160000
1754,RL,Pave,Reg,Lvl,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,TA,Typ,TA,Attchd,RFn,TA,TA,Y,WD ,67.5,8063,6,2000,2000,0.0,924.0,1690,0.0,2,1,7,1,2000.0,2.0,463.0,100,48,181000
1367,RM,Pave,IR1,HLS,OldTown,Feedr,RRNn,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,None,TA,Gd,CBlock,TA,TA,No,LwQ,Rec,GasA,TA,Y,SBrkr,TA,Typ,None,Detchd,RFn,TA,TA,Y,WD ,49.0,8235,5,1955,1995,0.0,825.0,825,1.0,1,0,4,0,1963.0,2.0,720.0,140,50,125000
580,RL,Pave,Reg,Lvl,NWAmes,RRAn,Norm,1Fam,2Story,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,CBlock,TA,TA,No,Rec,Unf,GasA,Ex,Y,SBrkr,TA,Typ,None,Attchd,Unf,TA,TA,Y,WD ,78.0,11700,6,1968,1968,0.0,727.0,1556,0.0,1,1,8,0,1968.0,2.0,441.0,0,0,154000
341,RL,Pave,Reg,Lvl,Mitchel,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,Gd,Gd,PConc,Gd,TA,Mn,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Fa,Attchd,Fin,TA,TA,Y,WD ,74.0,12961,6,1993,1994,0.0,1152.0,1797,1.0,2,1,7,1,1993.0,2.0,616.0,162,312,231000
26,RL,Pave,Reg,Lvl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,CBlock,TA,TA,No,BLQ,Unf,GasA,Ex,Y,SBrkr,TA,Typ,Fa,Attchd,Unf,TA,TA,Y,WD ,65.0,8450,5,1968,1968,0.0,1056.0,1056,1.0,1,0,6,1,1968.0,1.0,304.0,0,85,142000
2667,RM,Pave,IR2,Lvl,OldTown,Artery,Norm,1Fam,2.5Fin,Gable,WdShngl,Wd Sdng,Wd Sdng,None,Gd,Gd,BrkTil,TA,TA,Mn,Unf,Unf,GasA,Ex,Y,SBrkr,Ex,Typ,TA,Detchd,Unf,Ex,TA,Y,WD ,90.0,22950,10,1892,1993,0.0,1107.0,3608,0.0,2,1,12,2,1993.0,3.0,840.0,0,260,475000
2884,RM,Pave,IR1,HLS,Crawfor,Norm,Norm,TwnhsE,1Story,Hip,CompShg,CemntBd,CmentBd,Stone,Gd,TA,PConc,Ex,TA,Gd,GLQ,Unf,GasA,Ex,Y,SBrkr,Ex,Typ,Gd,Attchd,Fin,TA,TA,Y,New,41.0,5748,8,2005,2006,473.0,1573.0,1778,2.0,2,0,5,1,2005.0,2.0,495.0,123,53,375000
28,RL,Pave,Reg,Lvl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,None,TA,TA,CBlock,TA,TA,No,ALQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,Po,None,None,None,None,Y,ConLI,70.0,10500,4,1971,1971,0.0,864.0,864,0.0,1,0,5,1,1971.0,0.0,0.0,0,0,115000
531,FV,Pave,Reg,Lvl,Somerst,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,None,Attchd,RFn,TA,TA,Y,WD ,62.0,7500,7,2004,2005,0.0,1221.0,1221,1.0,2,0,6,0,2004.0,2.0,400.0,0,113,185000
2189,RL,Pave,Reg,Bnk,Edwards,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,BrkTil,TA,TA,No,LwQ,ALQ,GasA,TA,Y,SBrkr,TA,Typ,Gd,Detchd,Unf,TA,TA,Y,WD ,62.0,10042,6,1920,1995,0.0,660.0,865,1.0,1,0,4,1,1920.0,1.0,216.0,0,0,108500
2508,FV,Pave,Reg,Lvl,Somerst,Norm,Norm,Twnhs,2Story,Gable,CompShg,MetalSd,MetalSd,None,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,None,Detchd,RFn,TA,TA,Y,WD ,24.0,2544,7,2005,2005,0.0,600.0,1223,0.0,2,1,4,0,2005.0,2.0,480.0,0,166,147400
573,FV,Pave,Reg,Lvl,Somerst,Norm,Norm,TwnhsE,2Story,Hip,CompShg,MetalSd,MetalSd,BrkFace,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,None,Detchd,Unf,TA,TA,Y,WD ,35.0,3768,7,1999,1999,218.0,691.0,1452,1.0,2,1,6,0,1999.0,2.0,506.0,0,34,156000
1363,RM,Pave,Reg,Lvl,IDOTRR,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,HdBoard,HdBoard,None,TA,Fa,BrkTil,TA,Fa,No,Unf,Unf,GasA,Gd,Y,SBrkr,TA,Typ,None,Detchd,Unf,Fa,Fa,Y,WD ,74.3,10320,5,1915,1978,0.0,880.0,1308,0.0,2,0,6,0,1950.0,2.0,400.0,0,0,120000
487,RL,Pave,IR1,Lvl,Gilbert,RRAn,Norm,1Fam,SLvl,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,Mn,GLQ,Rec,GasA,Ex,Y,SBrkr,Gd,Typ,None,BuiltIn,Fin,TA,TA,Y,WD ,61.0,9734,7,2004,2004,0.0,384.0,1374,0.0,2,1,7,0,2004.0,2.0,400.0,0,0,167000
1083,RL,Pave,Reg,Lvl,Blmngtn,Norm,Norm,TwnhsE,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,Gd,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,Fin,TA,TA,Y,WD ,43.0,3182,7,2005,2006,14.0,1346.0,1504,0.0,2,0,7,1,2005.0,2.0,437.0,156,20,191000
1620,RL,Pave,IR1,HLS,Gilbert,Norm,Norm,1Fam,SLvl,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Gd,Y,SBrkr,TA,Typ,TA,BuiltIn,Fin,TA,TA,Y,WD ,56.0,8872,6,1997,1997,0.0,384.0,1384,0.0,2,1,7,1,1997.0,2.0,390.0,0,0,161500
1929,RL,Pave,IR1,Lvl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,CBlock,TA,TA,Av,Rec,Unf,GasA,TA,Y,SBrkr,TA,Typ,TA,Attchd,RFn,TA,TA,Y,COD,70.0,12198,5,1955,1975,0.0,1204.0,1411,0.0,1,0,7,1,1955.0,1.0,310.0,278,82,130000
1820,RL,Pave,Reg,Lvl,Sawyer,Norm,Norm,1Fam,1Story,Hip,CompShg,HdBoard,HdBoard,None,TA,TA,CBlock,TA,TA,No,GLQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,None,Detchd,Unf,TA,TA,Y,WD ,80.0,8480,5,1963,1963,0.0,970.0,970,1.0,1,0,5,0,1996.0,2.0,624.0,0,24,132500
1398,RL,Pave,Reg,Lvl,Sawyer,Norm,Norm,1Fam,SLvl,Hip,CompShg,HdBoard,HdBoard,None,TA,Gd,PConc,Gd,TA,Av,ALQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,None,2Types,Unf,TA,TA,Y,WD ,73.9,10200,5,1970,1970,0.0,864.0,904,0.0,1,0,5,0,1979.0,3.0,912.0,143,0,144000
2177,RL,Pave,IR1,Lvl,Edwards,Norm,Norm,Duplex,2Story,Gable,CompShg,Plywood,Plywood,None,TA,TA,Slab,None,None,None,None,None,GasA,TA,Y,SBrkr,TA,Typ,None,Attchd,Fin,TA,Gd,Y,WD ,72.0,9555,5,1979,1979,0.0,0.0,2233,0.0,2,1,11,0,1979.0,2.0,579.0,0,0,141000
2144,RL,Pave,Reg,Lvl,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,Plywood,Plywood,None,TA,Gd,CBlock,TA,TA,No,Rec,Unf,GasA,Gd,Y,SBrkr,Gd,Typ,None,Detchd,Unf,TA,TA,Y,WD ,60.0,7200,4,1972,2006,0.0,385.0,875,0.0,1,0,5,0,1975.0,2.0,728.0,352,0,117000
2697,RM,Pave,Reg,Lvl,IDOTRR,Norm,Norm,2fmCon,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,Fa,CBlock,TA,TA,Av,GLQ,Unf,GasA,Gd,N,SBrkr,TA,Typ,None,None,None,None,None,N,WD ,60.0,6780,6,1935,1982,0.0,520.0,754,1.0,1,0,5,0,1935.0,0.0,0.0,53,0,84500
1403,RL,Pave,IR1,Low,ClearCr,Norm,Norm,1Fam,1Story,Flat,Tar&Grv,Plywood,Plywood,None,TA,TA,CBlock,Gd,TA,Gd,BLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Min1,Gd,Attchd,Fin,TA,TA,Y,WD ,203.0,53227,4,1954,1994,0.0,1364.0,1663,1.0,1,0,6,2,1954.0,2.0,529.0,224,137,256000
596,RL,Pave,Reg,Lvl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,CBlock,TA,TA,No,BLQ,Rec,GasA,Ex,Y,SBrkr,TA,Typ,None,Detchd,Unf,TA,TA,Y,WD ,70.0,9100,5,1965,1965,0.0,925.0,925,0.0,1,0,5,0,1965.0,1.0,429.0,0,0,117500
922,RL,Pave,IR1,HLS,Crawfor,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,None,Gd,Gd,BrkTil,TA,Fa,No,Rec,Unf,GasA,Ex,Y,SBrkr,TA,Min2,TA,Detchd,Unf,TA,TA,Y,WD ,130.0,9600,5,1940,1950,0.0,728.0,1308,1.0,1,1,7,2,1940.0,1.0,256.0,0,70,160000
2065,RL,Pave,Reg,Bnk,Sawyer,PosA,Norm,1Fam,1Story,Hip,CompShg,BrkFace,BrkFace,None,TA,TA,CBlock,TA,TA,No,Rec,ALQ,GasA,Gd,Y,SBrkr,TA,Typ,Gd,Attchd,Unf,TA,TA,Y,WD ,81.0,14175,5,1956,1998,0.0,1240.0,1375,1.0,1,0,6,1,1956.0,1.0,323.0,0,0,187000
1710,RL,Pave,Reg,Lvl,NridgHt,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Ex,TA,Mn,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,Fin,TA,TA,Y,WD ,110.0,14277,8,2003,2003,280.0,1317.0,2385,1.0,2,1,7,1,2003.0,3.0,818.0,192,228,350000
1034,RL,Pave,Reg,Lvl,NAmes,Norm,Norm,Duplex,2Story,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,CBlock,Gd,TA,Mn,Unf,Unf,GasA,TA,Y,SBrkr,TA,Typ,None,Detchd,Unf,TA,TA,Y,WD ,60.0,9000,5,1974,1974,0.0,896.0,1792,0.0,2,2,8,0,1982.0,2.0,480.0,0,45,133000
1057,RL,Pave,Reg,Lvl,NridgHt,Norm,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,Stone,Gd,TA,PConc,Ex,TA,Gd,GLQ,BLQ,GasA,Ex,Y,SBrkr,Ex,Typ,Ex,Attchd,Fin,TA,TA,Y,WD ,105.0,13693,8,2007,2007,554.0,2418.0,2464,1.0,2,1,9,1,2007.0,3.0,650.0,358,78,417500
470,RL,Pave,Reg,Lvl,Blmngtn,Norm,Norm,TwnhsE,1Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,ALQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,TA,Attchd,RFn,TA,TA,Y,WD ,51.0,3635,7,2007,2007,130.0,1386.0,1569,0.0,2,0,7,1,2007.0,3.0,660.0,143,20,175900
819,RL,Pave,Reg,Lvl,CollgCr,Norm,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,Stone,Ex,TA,PConc,Ex,TA,Gd,GLQ,Unf,GasA,Ex,Y,SBrkr,Ex,Typ,Gd,Attchd,Fin,TA,TA,Y,New,84.0,10933,9,2009,2009,242.0,1555.0,1680,1.0,1,1,8,1,2009.0,3.0,1138.0,185,24,323262
2160,RL,Pave,Reg,Lvl,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,Mn,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,None,Attchd,RFn,TA,TA,Y,WD ,65.0,8450,7,2003,2003,0.0,1337.0,1337,1.0,2,0,6,0,2003.0,2.0,531.0,0,39,185000
2552,RL,Pave,Reg,Lvl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,CBlock,TA,TA,No,BLQ,Unf,GasA,Ex,Y,SBrkr,TA,Typ,Fa,Attchd,Unf,TA,TA,Y,WD ,60.0,8550,6,1934,1950,0.0,816.0,816,1.0,1,0,4,1,1949.0,1.0,240.0,228,0,129800
41,RL,Pave,Reg,Lvl,NridgHt,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Mn,BLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,RFn,TA,TA,Y,New,95.0,12182,7,2005,2005,226.0,1541.0,1541,0.0,2,0,7,1,2005.0,2.0,532.0,0,70,220000
742,RM,Pave,Reg,Lvl,BrkSide,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,AsbShng,AsbShng,None,TA,TA,BrkTil,TA,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,None,Detchd,Unf,TA,TA,Y,WD ,51.0,6120,4,1935,1995,0.0,884.0,1573,0.0,1,0,6,0,1935.0,1.0,240.0,0,0,133000
686,RL,Pave,Reg,Lvl,NAmes,Artery,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,CBlock,TA,TA,No,Unf,Unf,GasA,TA,Y,FuseF,TA,Typ,None,Detchd,Unf,TA,TA,Y,WD ,60.0,10800,4,1949,1996,0.0,832.0,1461,0.0,2,0,6,0,1949.0,1.0,384.0,0,204,133500
314,RL,Pave,IR1,Lvl,Mitchel,Norm,Norm,Duplex,1Story,Gable,CompShg,Plywood,Plywood,None,TA,TA,CBlock,TA,TA,No,Unf,Unf,GasA,TA,Y,SBrkr,TA,Typ,None,2Types,Unf,TA,TA,Y,ConLD,81.6,12760,6,1976,1976,0.0,1958.0,2048,0.0,3,0,9,0,1976.0,2.0,776.0,0,0,170000
